ISOPais	País	Tipo	Celebración	Descripción	Fecha	Año	Mes	Día
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2006-05-29	2006	5	29
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2006-06-18	2006	6	18
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2006-06-19	2006	6	19
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2006-06-26	2006	6	26
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2006-07-03	2006	7	3
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2006-07-20	2006	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2006-08-07	2006	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2006-08-21	2006	8	21
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2006-09-16	2006	9	16
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2006-10-16	2006	10	16
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2006-10-31	2006	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2006-11-06	2006	11	6
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2006-11-13	2006	11	13
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2006-11-14	2006	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2006-12-07	2006	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2006-12-08	2006	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2006-12-24	2006	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2006-12-25	2006	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2006-12-31	2006	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2007-01-01	2007	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2007-01-08	2007	1	8
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2007-03-08	2007	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2007-03-19	2007	3	19
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2007-04-01	2007	4	1
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2007-04-05	2007	4	5
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2007-04-06	2007	4	6
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2007-04-08	2007	4	8
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2007-04-23	2007	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2007-04-26	2007	4	26
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2007-04-28	2007	4	28
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2007-04-29	2007	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2007-05-01	2007	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2007-05-13	2007	5	13
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2007-05-15	2007	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2007-05-21	2007	5	21
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2007-06-11	2007	6	11
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2007-06-17	2007	6	17
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2007-06-18	2007	6	18
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2007-07-02	2007	7	2
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2007-07-20	2007	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2007-08-07	2007	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2007-08-20	2007	8	20
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2007-09-15	2007	9	15
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2007-10-15	2007	10	15
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2007-10-31	2007	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2007-11-05	2007	11	5
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2007-11-12	2007	11	12
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2007-11-14	2007	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2007-12-07	2007	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2007-12-08	2007	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2007-12-24	2007	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2007-12-25	2007	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2007-12-31	2007	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2008-01-01	2008	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2008-01-07	2008	1	7
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2008-03-08	2008	3	8
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2008-03-16	2008	3	16
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2008-03-20	2008	3	20
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2008-03-21	2008	3	21
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2008-03-23	2008	3	23
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2008-03-24	2008	3	24
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2008-04-23	2008	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2008-04-26	2008	4	26
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2008-04-26	2008	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2008-04-29	2008	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2008-05-01	2008	5	1
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2008-05-05	2008	5	5
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2008-05-11	2008	5	11
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2008-05-15	2008	5	15
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2008-05-26	2008	5	26
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2008-06-02	2008	6	2
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2008-06-15	2008	6	15
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2008-06-30	2008	6	30
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2008-07-20	2008	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2008-08-07	2008	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2008-08-18	2008	8	18
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2008-09-20	2008	9	20
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2008-10-13	2008	10	13
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2008-10-31	2008	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2008-11-03	2008	11	3
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2008-11-14	2008	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2008-11-17	2008	11	17
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2008-12-07	2008	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2008-12-08	2008	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2008-12-24	2008	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2008-12-25	2008	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2008-12-31	2008	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2009-01-01	2009	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2009-01-12	2009	1	12
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2009-03-08	2009	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2009-03-23	2009	3	23
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2009-04-05	2009	4	5
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2009-04-09	2009	4	9
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2009-04-10	2009	4	10
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2009-04-12	2009	4	12
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2009-04-23	2009	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2009-04-25	2009	4	25
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2009-04-26	2009	4	26
